nominal;data;curs;cdx
1;18.07.2020;71,7139;ДолларСША
1;17.07.2020;71,231;ДолларСША
1;16.07.2020;70,7998;ДолларСША
1;15.07.2020;71,1275;ДолларСША
1;14.07.2020;70,7479;ДолларСША
1;11.07.2020;71,2298;ДолларСША
1;10.07.2020;70,88;ДолларСША
1;09.07.2020;71,2379;ДолларСША
1;08.07.2020;72,1719;ДолларСША
1;07.07.2020;71,3409;ДолларСША
1;04.07.2020;70,4999;ДолларСША
1;03.07.2020;70,5198;ДолларСША
1;02.07.2020;70,4413;ДолларСША
1;01.07.2020;70,4413;ДолларСША
1;30.06.2020;69,9513;ДолларСША
1;27.06.2020;69,1284;ДолларСША
1;26.06.2020;69,466;ДолларСША
1;25.06.2020;68,8376;ДолларСША
1;24.06.2020;68,8376;ДолларСША
1;23.06.2020;69,4835;ДолларСША
1;20.06.2020;69,5725;ДолларСША
1;19.06.2020;69,618;ДолларСША
1;18.06.2020;69,4822;ДолларСША
1;17.06.2020;69,7524;ДолларСША
1;16.06.2020;70,395;ДолларСША
1;12.06.2020;69,1219;ДолларСША
1;11.06.2020;68,6183;ДолларСША
1;10.06.2020;68,6745;ДолларСША
1;09.06.2020;68,3123;ДолларСША
1;06.06.2020;68,6319;ДолларСША
1;05.06.2020;69,0151;ДолларСША
1;04.06.2020;68,3413;ДолларСША
1;03.06.2020;68,9831;ДолларСША
1;02.06.2020;69,7114;ДолларСША
1;30.05.2020;70,752;ДолларСША
1;29.05.2020;71,1012;ДолларСША
1;28.05.2020;71,0635;ДолларСША
1;27.05.2020;71,1408;ДолларСША
1;26.05.2020;71,5962;ДолларСША
1;23.05.2020;71,8804;ДолларСША
1;22.05.2020;70,924;ДолларСША
1;21.05.2020;72,3381;ДолларСША
1;20.05.2020;72,3918;ДолларСША
1;19.05.2020;72,9798;ДолларСША
1;16.05.2020;73,2056;ДолларСША
1;15.05.2020;73,9298;ДолларСША
1;14.05.2020;73,5819;ДолларСША
1;13.05.2020;73,4326;ДолларСША
1;09.05.2020;73,8725;ДолларСША
1;08.05.2020;74,1169;ДолларСША
1;07.05.2020;73,9719;ДолларСША
1;01.05.2020;72,7263;ДолларСША
1;30.04.2020;73,6894;ДолларСША
1;29.04.2020;74,5706;ДолларСША
1;28.04.2020;74,496;ДолларСША
1;25.04.2020;74,7163;ДолларСША
1;24.04.2020;75,129;ДолларСША
1;23.04.2020;77,0416;ДолларСША
1;22.04.2020;76,2562;ДолларСША
1;21.04.2020;74,6657;ДолларСША
1;18.04.2020;73,9441;ДолларСША
1;17.04.2020;74,7119;ДолларСША
1;16.04.2020;73,7145;ДолларСША
1;15.04.2020;73,315;ДолларСША
1;14.04.2020;73,5245;ДолларСША
1;11.04.2020;73,7515;ДолларСША
1;10.04.2020;74,605;ДолларСША
1;09.04.2020;75,7499;ДолларСША
1;08.04.2020;75,455;ДолларСША
1;07.04.2020;76,4074;ДолларСША
1;28.03.2020;77,7325;ДолларСША
1;27.03.2020;78,7223;ДолларСША
1;26.03.2020;77,7928;ДолларСША
1;25.03.2020;78,8493;ДолларСША
1;24.03.2020;80,8815;ДолларСША
1;21.03.2020;78,0443;ДолларСША
1;20.03.2020;80,157;ДолларСША
1;19.03.2020;77,2131;ДолларСША
1;18.03.2020;73,8896;ДолларСША
1;17.03.2020;74,1262;ДолларСША
1;14.03.2020;73,1882;ДолларСША
1;13.03.2020;74,0274;ДолларСША
1;12.03.2020;71,472;ДолларСША
1;11.03.2020;72,0208;ДолларСША
1;07.03.2020;67,5175;ДолларСША
1;06.03.2020;66,1854;ДолларСША
1;05.03.2020;66,0784;ДолларСША
1;04.03.2020;66,4437;ДолларСША
1;03.03.2020;66,3274;ДолларСША
1;29.02.2020;66,9909;ДолларСША
1;28.02.2020;65,6097;ДолларСША
1;27.02.2020;65,5177;ДолларСША
1;26.02.2020;64,9213;ДолларСША
1;22.02.2020;64,3008;ДолларСША
1;21.02.2020;63,7413;ДолларСША
1;20.02.2020;63,6873;ДолларСША
1;19.02.2020;63,7698;ДолларСША
1;18.02.2020;63,3085;ДолларСША
1;15.02.2020;63,4536;ДолларСША
1;14.02.2020;63,6016;ДолларСША
1;13.02.2020;63,047;ДолларСША
1;12.02.2020;63,949;ДолларСША
1;11.02.2020;63,7708;ДолларСША
1;08.02.2020;63,472;ДолларСША
1;07.02.2020;62,7977;ДолларСША
1;06.02.2020;63,1742;ДолларСША
1;05.02.2020;63,4342;ДолларСША
1;04.02.2020;63,9091;ДолларСША
1;01.02.2020;63,1385;ДолларСША
1;31.01.2020;63,0359;ДолларСША
1;30.01.2020;62,3934;ДолларСША
1;29.01.2020;62,8299;ДолларСША
1;28.01.2020;62,338;ДолларСША
1;25.01.2020;61,8031;ДолларСША
1;24.01.2020;61,9515;ДолларСША
1;23.01.2020;61,8343;ДолларСША
1;22.01.2020;61,8552;ДолларСША
1;21.01.2020;61,4654;ДолларСША
1;18.01.2020;61,5333;ДолларСША
1;17.01.2020;61,5694;ДолларСША
1;16.01.2020;61,4328;ДолларСША
1;15.01.2020;61,414;ДолларСША
1;14.01.2020;60,9474;ДолларСША
1;11.01.2020;61,2632;ДолларСША
1;10.01.2020;61,234;ДолларСША
1;01.01.2020;61,9057;ДолларСША
1;31.12.2019;61,9057;ДолларСША
1;28.12.2019;62,0315;ДолларСША
1;27.12.2019;61,7676;ДолларСША
1;26.12.2019;61,7164;ДолларСША
1;25.12.2019;62,1673;ДолларСША
1;24.12.2019;62,2499;ДолларСША
1;21.12.2019;62,4071;ДолларСША
1;20.12.2019;62,5283;ДолларСША
1;19.12.2019;62,5831;ДолларСША
1;18.12.2019;62,5326;ДолларСША
1;17.12.2019;62,7686;ДолларСША
1;14.12.2019;62,5544;ДолларСША
1;13.12.2019;63,2257;ДолларСША
1;12.12.2019;63,5653;ДолларСША
1;11.12.2019;63,5788;ДолларСША
1;10.12.2019;63,7244;ДолларСША
1;07.12.2019;63,7185;ДолларСША
1;06.12.2019;63,8135;ДолларСША
1;05.12.2019;64,1948;ДолларСША
1;04.12.2019;64,1401;ДолларСША
1;03.12.2019;64,4097;ДолларСША
1;30.11.2019;64,0817;ДолларСША
1;29.11.2019;64,1005;ДолларСША
1;28.11.2019;63,9722;ДолларСША
1;27.11.2019;64,0239;ДолларСША
1;26.11.2019;63,7637;ДолларСША
1;23.11.2019;63,7101;ДолларСША
1;22.11.2019;63,843;ДолларСША
1;21.11.2019;64,0213;ДолларСША
1;20.11.2019;63,773;ДолларСША
1;19.11.2019;63,7542;ДолларСША
1;16.11.2019;63,8881;ДолларСША
1;15.11.2019;64,2101;ДолларСША
1;14.11.2019;64,2009;ДолларСША
1;13.11.2019;63,853;ДолларСША
1;12.11.2019;63,9121;ДолларСША
1;09.11.2019;63,7295;ДолларСША
1;08.11.2019;63,7298;ДолларСША
1;07.11.2019;63,588;ДолларСША
1;06.11.2019;63,248;ДолларСША
1;02.11.2019;64,0316;ДолларСША
1;01.11.2019;63,7748;ДолларСША
1;31.10.2019;63,8734;ДолларСША
1;30.10.2019;63,832;ДолларСША
1;29.10.2019;63,87;ДолларСША
1;26.10.2019;63,9966;ДолларСША
1;25.10.2019;63,86;ДолларСША
1;24.10.2019;63,7997;ДолларСША
1;23.10.2019;63,6336;ДолларСША
1;22.10.2019;63,7606;ДолларСША
1;19.10.2019;63,9542;ДолларСША
1;18.10.2019;64,0144;ДолларСША
1;17.10.2019;64,3455;ДолларСША
1;16.10.2019;64,2548;ДолларСША
1;15.10.2019;64,3652;ДолларСША
1;12.10.2019;64,2237;ДолларСША
1;11.10.2019;64,7416;ДолларСША
1;10.10.2019;65,0976;ДолларСША
1;09.10.2019;64,8672;ДолларСША
1;08.10.2019;64,8259;ДолларСША
1;05.10.2019;65,03;ДолларСША
1;04.10.2019;65,1312;ДолларСША
1;03.10.2019;65,4399;ДолларСША
1;02.10.2019;65,067;ДолларСША
1;01.10.2019;64,6407;ДолларСША
1;28.09.2019;64,4156;ДолларСША
1;27.09.2019;64,2888;ДолларСША
1;26.09.2019;64,1873;ДолларСША
1;25.09.2019;63,706;ДолларСША
1;24.09.2019;63,9453;ДолларСША
1;21.09.2019;63,8487;ДолларСША
1;20.09.2019;64,2199;ДолларСША
1;19.09.2019;64,429;ДолларСША
1;18.09.2019;64,1213;ДолларСША
1;17.09.2019;63,8272;ДолларСША
1;14.09.2019;64,4711;ДолларСША
1;13.09.2019;65,1909;ДолларСША
1;12.09.2019;65,4321;ДолларСША
1;11.09.2019;65,4393;ДолларСША
1;10.09.2019;65,5698;ДолларСША
1;07.09.2019;65,9981;ДолларСША
1;06.09.2019;66,0528;ДолларСША
1;05.09.2019;66,5002;ДолларСША
1;04.09.2019;66,9072;ДолларСША
1;03.09.2019;66,6235;ДолларСША
1;31.08.2019;66,4897;ДолларСША
1;30.08.2019;66,7471;ДолларСША
1;29.08.2019;66,4127;ДолларСША
1;28.08.2019;66,2608;ДолларСША
1;27.08.2019;65,9735;ДолларСША
1;24.08.2019;65,6046;ДолларСША
1;23.08.2019;65,6196;ДолларСША
1;22.08.2019;66,263;ДолларСША
1;21.08.2019;66,784;ДолларСША
1;20.08.2019;66,6082;ДолларСША
1;17.08.2019;65,9961;ДолларСША
1;16.08.2019;65,8907;ДолларСША
1;15.08.2019;65,2032;ДолларСША
1;14.08.2019;65,6017;ДолларСША
1;13.08.2019;65,4287;ДолларСША
1;10.08.2019;65,2543;ДолларСША
1;09.08.2019;65,1299;ДолларСША
1;08.08.2019;65,0932;ДолларСША
1;07.08.2019;65,203;ДолларСША
1;06.08.2019;65,0546;ДолларСША
1;03.08.2019;64,6423;ДолларСША
1;02.08.2019;63,834;ДолларСША
1;01.08.2019;63,4172;ДолларСША
1;31.07.2019;63,3791;ДолларСША
1;30.07.2019;63,521;ДолларСША
1;27.07.2019;63,1271;ДолларСША
1;26.07.2019;63,1572;ДолларСША
1;25.07.2019;63,1162;ДолларСША
1;24.07.2019;63,129;ДолларСША
1;23.07.2019;62,9776;ДолларСША
1;20.07.2019;62,8666;ДолларСША
1;19.07.2019;62,8286;ДолларСША
1;18.07.2019;62,9451;ДолларСША
1;17.07.2019;62,8129;ДолларСША
1;16.07.2019;62,828;ДолларСША
1;13.07.2019;63,0204;ДолларСША
1;12.07.2019;62,9944;ДолларСША
1;11.07.2019;63,7988;ДолларСША
1;10.07.2019;63,766;ДолларСША
1;09.07.2019;63,8699;ДолларСША
1;06.07.2019;63,5841;ДолларСША
1;05.07.2019;63,4013;ДолларСША
1;04.07.2019;63,4951;ДолларСША
1;03.07.2019;63,2265;ДолларСША
1;02.07.2019;63,0541;ДолларСША
1;29.06.2019;63,0756;ДолларСША
1;28.06.2019;63,0452;ДолларСША
1;27.06.2019;62,8083;ДолларСША
1;26.06.2019;62,5229;ДолларСША
1;25.06.2019;62,9095;ДолларСША
1;22.06.2019;63,1295;ДолларСША
1;21.06.2019;63,3877;ДолларСША
1;20.06.2019;63,9794;ДолларСША
1;19.06.2019;64,3352;ДолларСША
1;18.06.2019;64,3187;ДолларСША
1;15.06.2019;64,4326;ДолларСША
1;14.06.2019;64,6314;ДолларСША
1;12.06.2019;64,5158;ДолларСША
1;11.06.2019;64,7919;ДолларСША
1;08.06.2019;65,0395;ДолларСША
1;07.06.2019;65,234;ДолларСША
1;06.06.2019;65,1243;ДолларСША
1;05.06.2019;65,1614;ДолларСША
1;04.06.2019;65,5547;ДолларСША
1;01.06.2019;65,3834;ДолларСША
1;31.05.2019;65,0583;ДолларСША
1;30.05.2019;64,9084;ДолларСША
1;29.05.2019;64,5394;ДолларСША
1;28.05.2019;64,4636;ДолларСША
1;25.05.2019;64,6106;ДолларСША
1;24.05.2019;64,4913;ДолларСША
1;23.05.2019;64,4156;ДолларСША
1;22.05.2019;64,5372;ДолларСША
1;21.05.2019;64,4888;ДолларСША
1;18.05.2019;64,6327;ДолларСША
1;17.05.2019;64,5598;ДолларСША
1;16.05.2019;64,8489;ДолларСША
1;15.05.2019;65,3001;ДолларСША
1;14.05.2019;65,4703;ДолларСША
1;09.05.2019;65,2287;ДолларСША
1;08.05.2019;65,2166;ДолларСША
1;07.05.2019;65,335;ДолларСША
1;01.05.2019;64,6314;ДолларСША
1;30.04.2019;64,6917;ДолларСША
1;27.04.2019;64,7053;ДолларСША
1;26.04.2019;64,6794;ДолларСША
1;25.04.2019;63,9798;ДолларСША
1;24.04.2019;63,7906;ДолларСША
1;23.04.2019;63,786;ДолларСША
1;20.04.2019;63,9602;ДолларСША
1;19.04.2019;64,0688;ДолларСША
1;18.04.2019;63,945;ДолларСША
1;17.04.2019;64,2422;ДолларСША
1;16.04.2019;64,2469;ДолларСША
1;13.04.2019;64,5171;ДолларСША
1;12.04.2019;64,3991;ДолларСША
1;11.04.2019;64,7373;ДолларСША
1;10.04.2019;64,7766;ДолларСША
1;09.04.2019;65,3498;ДолларСША
1;06.04.2019;65,4072;ДолларСША
1;05.04.2019;65,3281;ДолларСША
1;04.04.2019;65,1639;ДолларСША
1;03.04.2019;65,4726;ДолларСША
1;02.04.2019;65,4176;ДолларСША
1;30.03.2019;64,7347;ДолларСША
1;29.03.2019;64,8012;ДолларСША
1;28.03.2019;64,5925;ДолларСША
1;27.03.2019;64,1683;ДолларСША
1;26.03.2019;64,4993;ДолларСША
1;23.03.2019;63,7705;ДолларСША
1;22.03.2019;63,742;ДолларСША
1;21.03.2019;64,2803;ДолларСША
1;20.03.2019;64,3167;ДолларСША
1;19.03.2019;64,6694;ДолларСША
1;16.03.2019;65,4201;ДолларСША
1;15.03.2019;65,4021;ДолларСША
1;14.03.2019;65,589;ДолларСША
1;13.03.2019;65,7674;ДолларСША
1;12.03.2019;66,0763;ДолларСША
1;08.03.2019;65,9646;ДолларСША
1;07.03.2019;65,843;ДолларСША
1;06.03.2019;65,8004;ДолларСША
1;05.03.2019;65,7956;ДолларСША
1;02.03.2019;65,8145;ДолларСША
1;01.03.2019;65,8895;ДолларСША
1;28.02.2019;65,757;ДолларСША
1;27.02.2019;65,6182;ДолларСША
1;26.02.2019;65,2582;ДолларСША
1;23.02.2019;65,5149;ДолларСША
1;22.02.2019;65,5401;ДолларСША
1;21.02.2019;65,8568;ДолларСША
1;20.02.2019;66,2022;ДолларСША
1;19.02.2019;66,247;ДолларСША
1;16.02.2019;66,7044;ДолларСША
1;15.02.2019;66,5429;ДолларСША
1;14.02.2019;65,6783;ДолларСША
1;13.02.2019;65,7147;ДолларСША
1;12.02.2019;65,6517;ДолларСША
1;09.02.2019;66,0628;ДолларСША
1;08.02.2019;66,0199;ДолларСША
1;07.02.2019;65,6686;ДолларСША
1;06.02.2019;65,5691;ДолларСША
1;05.02.2019;65,5859;ДолларСША
1;02.02.2019;65,6601;ДолларСША
1;01.02.2019;65,3577;ДолларСША
1;31.01.2019;66,0987;ДолларСША
1;30.01.2019;66,3412;ДолларСША
1;29.01.2019;65,93;ДолларСША
1;26.01.2019;65,917;ДолларСША
1;25.01.2019;66,0016;ДолларСША
1;24.01.2019;66,3318;ДолларСША
1;23.01.2019;66,5499;ДолларСША
1;22.01.2019;66,3634;ДолларСША
1;19.01.2019;66,3309;ДолларСША
1;18.01.2019;66,4438;ДолларСША
1;17.01.2019;66,7617;ДолларСША
1;16.01.2019;67,082;ДолларСША
1;15.01.2019;67,192;ДолларСША
1;12.01.2019;66,9167;ДолларСША
1;11.01.2019;66,8605;ДолларСША
1;10.01.2019;67,0795;ДолларСША
1;30.12.2018;69,4706;ДолларСША
1;29.12.2018;69,5218;ДолларСША
1;28.12.2018;68,8762;ДолларСША
1;27.12.2018;68,8865;ДолларСША
1;26.12.2018;68,7448;ДолларСША
1;25.12.2018;68,4073;ДолларСША
1;22.12.2018;68,0085;ДолларСША
1;21.12.2018;67,371;ДолларСША
1;20.12.2018;67,1121;ДолларСША
1;19.12.2018;66,7454;ДолларСША
1;18.12.2018;66,6208;ДолларСША
1;15.12.2018;66,4337;ДолларСША
1;14.12.2018;66,255;ДолларСША
1;13.12.2018;66,4225;ДолларСША
1;12.12.2018;66,5022;ДолларСША
1;11.12.2018;66,2416;ДолларСША
1;08.12.2018;66,9227;ДолларСША
1;07.12.2018;66,7377;ДолларСША
1;06.12.2018;66,8242;ДолларСША
1;05.12.2018;66,4467;ДолларСША
1;04.12.2018;66,2921;ДолларСША
1;01.12.2018;66,5335;ДолларСША
1;30.11.2018;66,6342;ДолларСША
1;29.11.2018;66,9436;ДолларСША
1;28.11.2018;66,78;ДолларСША
1;27.11.2018;66,5072;ДолларСША
1;24.11.2018;65,6664;ДолларСША
1;23.11.2018;65,6067;ДолларСША
1;22.11.2018;65,9485;ДолларСША
1;21.11.2018;65,5871;ДолларСША
1;20.11.2018;66,0081;ДолларСША
1;17.11.2018;65,9931;ДолларСША
1;16.11.2018;66,6159;ДолларСША
1;15.11.2018;67,9975;ДолларСША
1;14.11.2018;67,6812;ДолларСША
1;13.11.2018;67,5238;ДолларСША
1;10.11.2018;66,8497;ДолларСША
1;09.11.2018;66,2155;ДолларСША
1;08.11.2018;66,0918;ДолларСША
1;07.11.2018;65,9912;ДолларСША
1;03.11.2018;65,5799;ДолларСША
1;02.11.2018;65,6517;ДолларСША
1;01.11.2018;65,5962;ДолларСША
1;31.10.2018;65,7742;ДолларСША
1;30.10.2018;65,8129;ДолларСША
1;27.10.2018;65,6345;ДолларСША
1;26.10.2018;65,7476;ДолларСША
1;25.10.2018;65,6299;ДолларСША
1;24.10.2018;65,3101;ДолларСША
1;23.10.2018;65,3065;ДолларСША
1;20.10.2018;65,814;ДолларСША
1;19.10.2018;65,7238;ДолларСША
1;18.10.2018;65,4026;ДолларСША
1;17.10.2018;65,5305;ДолларСША
1;16.10.2018;65,7508;ДолларСША
1;13.10.2018;65,9751;ДолларСША
1;12.10.2018;66,7727;ДолларСША
1;11.10.2018;66,1832;ДолларСША
1;10.10.2018;66,4032;ДолларСША
1;09.10.2018;66,9685;ДолларСША
1;06.10.2018;66,627;ДолларСША
1;05.10.2018;66,2115;ДолларСША
1;04.10.2018;65,4244;ДолларСША
1;03.10.2018;65,2221;ДолларСША
1;02.10.2018;65,5745;ДолларСША
1;29.09.2018;65,5906;ДолларСША
1;28.09.2018;65,8355;ДолларСША
1;27.09.2018;65,7585;ДолларСША
1;26.09.2018;65,8244;ДолларСША
1;25.09.2018;66,1594;ДолларСША
1;22.09.2018;66,2497;ДолларСША
1;21.09.2018;66,4725;ДолларСША
1;20.09.2018;67,0098;ДолларСША
1;19.09.2018;67,7519;ДолларСША
1;18.09.2018;68,1958;ДолларСША
1;15.09.2018;68,2826;ДолларСША
1;14.09.2018;68,637;ДолларСША
1;13.09.2018;69,5728;ДолларСША
1;12.09.2018;69,9744;ДолларСША
1;11.09.2018;69,8685;ДолларСША
1;08.09.2018;69,0286;ДолларСША
1;07.09.2018;68,2505;ДолларСША
1;06.09.2018;68,4628;ДолларСША
1;05.09.2018;68,2737;ДолларСША
1;04.09.2018;67,7443;ДолларСША
1;01.09.2018;68,0447;ДолларСША
1;31.08.2018;68,0821;ДолларСША
1;30.08.2018;68,1451;ДолларСША
1;29.08.2018;67,3911;ДолларСША
1;28.08.2018;67,3963;ДолларСША
1;25.08.2018;67,7911;ДолларСША
1;24.08.2018;68,5259;ДолларСША
1;23.08.2018;67,6163;ДолларСША
1;22.08.2018;67,1783;ДолларСША
1;21.08.2018;67,1807;ДолларСША
1;18.08.2018;66,8757;ДолларСША
1;17.08.2018;66,8932;ДолларСША
1;16.08.2018;66,3772;ДолларСША
1;15.08.2018;66,7535;ДолларСША
1;14.08.2018;68,2234;ДолларСША
1;11.08.2018;66,9075;ДолларСША
1;10.08.2018;66,2856;ДолларСША
1;09.08.2018;63,595;ДолларСША
1;08.08.2018;63,5425;ДолларСША
1;07.08.2018;63,4975;ДолларСША
1;04.08.2018;63,4549;ДолларСША
1;03.08.2018;63,1358;ДолларСША
1;02.08.2018;62,559;ДолларСША
1;01.08.2018;62,3497;ДолларСША
1;31.07.2018;62,7805;ДолларСША
1;28.07.2018;62,9726;ДолларСША
1;27.07.2018;62,9471;ДолларСША
1;26.07.2018;63,0836;ДолларСША
1;25.07.2018;62,9235;ДолларСША
1;24.07.2018;63,1957;ДолларСША
1;21.07.2018;63,4888;ДолларСША
1;20.07.2018;63,2746;ДолларСША
1;19.07.2018;62,9006;ДолларСША
1;18.07.2018;62,4352;ДолларСША
1;17.07.2018;62,2556;ДолларСША
1;14.07.2018;62,2934;ДолларСША
1;13.07.2018;62,2062;ДолларСША
1;12.07.2018;62,098;ДолларСША
1;11.07.2018;62,4442;ДолларСША
1;10.07.2018;62,8338;ДолларСША
1;07.07.2018;63,1216;ДолларСША
1;06.07.2018;63,2604;ДолларСША
1;05.07.2018;63,2267;ДолларСША
1;04.07.2018;63,2194;ДолларСША
1;03.07.2018;63,1394;ДолларСША
1;30.06.2018;62,7565;ДолларСША
1;29.06.2018;63,291;ДолларСША
1;28.06.2018;63,1359;ДолларСША
1;27.06.2018;62,7908;ДолларСША
1;26.06.2018;62,9497;ДолларСША
1;23.06.2018;63,2396;ДолларСША
1;22.06.2018;63,7873;ДолларСША
1;21.06.2018;63,6175;ДолларСША
1;20.06.2018;64,0683;ДолларСША
1;19.06.2018;63,4838;ДолларСША
1;16.06.2018;62,6851;ДолларСША
1;15.06.2018;62,2511;ДолларСША
1;14.06.2018;63,1164;ДолларСША
1;10.06.2018;62,3431;ДолларСША
1;09.06.2018;62,668;ДолларСША
1;08.06.2018;61,8125;ДолларСША
1;07.06.2018;62,0064;ДолларСША
1;06.06.2018;61,9822;ДолларСША
1;05.06.2018;61,929;ДолларСША
1;02.06.2018;62,2056;ДолларСША
1;01.06.2018;62,0188;ДолларСША
1;31.05.2018;62,5937;ДолларСША
1;30.05.2018;62,642;ДолларСША
1;29.05.2018;62,271;ДолларСША
1;26.05.2018;61,6659;ДолларСША
1;25.05.2018;61,409;ДолларСША
1;24.05.2018;61,5945;ДолларСША
1;23.05.2018;61,261;ДолларСША
1;22.05.2018;62,5327;ДолларСША
1;19.05.2018;61,9408;ДолларСША
1;18.05.2018;61,8215;ДолларСША
1;17.05.2018;62,3033;ДолларСША
1;16.05.2018;61,9164;ДолларСША
1;15.05.2018;61,7684;ДолларСША
1;12.05.2018;61,7354;ДолларСША
1;11.05.2018;62,5229;ДолларСША
1;09.05.2018;63,0066;ДолларСША
1;08.05.2018;62,7148;ДолларСША
1;05.05.2018;63,2012;ДолларСША
1;04.05.2018;63,486;ДолларСША
1;29.04.2018;61,9997;ДолларСША
1;28.04.2018;62,726;ДолларСША
1;27.04.2018;62,6027;ДолларСША
1;26.04.2018;61,7494;ДолларСША
1;25.04.2018;61,6644;ДолларСША
1;24.04.2018;61,7655;ДолларСША
1;21.04.2018;61,3222;ДолларСША
1;20.04.2018;60,8583;ДолларСША
1;19.04.2018;61,5539;ДолларСША
1;18.04.2018;61,1454;ДолларСША
1;17.04.2018;62,2794;ДолларСША
1;14.04.2018;61,4311;ДолларСША
1;13.04.2018;62,0659;ДолларСША
1;12.04.2018;64,0626;ДолларСША
1;11.04.2018;62,3699;ДолларСША
1;10.04.2018;58,5714;ДолларСША
1;07.04.2018;57,8332;ДолларСША
1;06.04.2018;57,5796;ДолларСША
1;05.04.2018;57,7646;ДолларСША
1;04.04.2018;57,5375;ДолларСША
1;03.04.2018;57,285;ДолларСША
1;31.03.2018;57,2649;ДолларСША
1;30.03.2018;57,7626;ДолларСША
1;29.03.2018;57,5598;ДолларСША
1;28.03.2018;57,1747;ДолларСША
1;27.03.2018;57,0039;ДолларСША
1;24.03.2018;57,1072;ДолларСША
1;23.03.2018;56,8391;ДолларСША
1;22.03.2018;57,4954;ДолларСША
1;21.03.2018;57,7033;ДолларСША
1;20.03.2018;57,5521;ДолларСША
1;17.03.2018;57,4942;ДолларСША
1;16.03.2018;57,0188;ДолларСША
1;15.03.2018;56,9372;ДолларСША
1;14.03.2018;56,9359;ДолларСША
1;13.03.2018;56,6122;ДолларСША
1;08.03.2018;56,8011;ДолларСША
1;07.03.2018;56,5041;ДолларСША
1;06.03.2018;57,1;ДолларСША
1;03.03.2018;56,6616;ДолларСША
1;02.03.2018;56,4334;ДолларСША
1;01.03.2018;56,3742;ДолларСША
1;28.02.2018;55,6717;ДолларСША
1;27.02.2018;55,9208;ДолларСША
1;23.02.2018;56,7608;ДолларСША
1;22.02.2018;56,6537;ДолларСША
1;21.02.2018;56,5201;ДолларСША
1;20.02.2018;56,3438;ДолларСША
1;17.02.2018;56,3554;ДолларСША
1;16.02.2018;56,5918;ДолларСША
1;15.02.2018;57,5899;ДолларСША
1;14.02.2018;57,7701;ДолларСША
1;13.02.2018;58,0171;ДолларСША
1;10.02.2018;58,1718;ДолларСША
1;09.02.2018;57,6736;ДолларСША
1;08.02.2018;56,9533;ДолларСША
1;07.02.2018;57,2196;ДолларСША
1;06.02.2018;56,6278;ДолларСША
1;03.02.2018;56,0408;ДолларСША
1;02.02.2018;56,2613;ДолларСША
1;01.02.2018;56,184;ДолларСША
1;31.01.2018;56,2914;ДолларСША
1;30.01.2018;56,2908;ДолларСША
1;27.01.2018;55,8288;ДолларСША
1;26.01.2018;55,9288;ДолларСША
1;25.01.2018;56,3888;ДолларСША
1;24.01.2018;56,4115;ДолларСША
1;23.01.2018;56,6261;ДолларСША
1;20.01.2018;56,5892;ДолларСША
1;19.01.2018;56,7597;ДолларСША
1;18.01.2018;56,5925;ДолларСША
1;17.01.2018;56,3878;ДолларСША
1;16.01.2018;56,3569;ДолларСША
1;13.01.2018;56,6019;ДолларСША
1;12.01.2018;56,9957;ДолларСША
1;11.01.2018;56,8734;ДолларСША
1;10.01.2018;57,0463;ДолларСША
1;30.12.2017;57,6002;ДолларСША
1;29.12.2017;57,6291;ДолларСША
1;28.12.2017;57,4544;ДолларСША
1;27.12.2017;57,7343;ДолларСША
1;26.12.2017;58,1989;ДолларСША
1;23.12.2017;58,3152;ДолларСША
1;22.12.2017;58,5596;ДолларСША
1;21.12.2017;58,717;ДолларСША
1;20.12.2017;58,6117;ДолларСША
1;19.12.2017;58,694;ДолларСША
1;16.12.2017;58,8987;ДолларСША
1;15.12.2017;58,7082;ДолларСША
1;14.12.2017;59,1446;ДолларСША
1;13.12.2017;58,837;ДолларСША
1;12.12.2017;59,2348;ДолларСША
1;09.12.2017;59,2811;ДолларСША
1;08.12.2017;59,2948;ДолларСША
1;07.12.2017;58,9281;ДолларСША
1;06.12.2017;58,6924;ДолларСША
1;05.12.2017;58,9911;ДолларСША
1;02.12.2017;58,5182;ДолларСША
1;01.12.2017;58,5814;ДолларСША
1;30.11.2017;58,3311;ДолларСША
1;29.11.2017;58,4125;ДолларСША
1;28.11.2017;58,2773;ДолларСША
1;25.11.2017;58,5318;ДолларСША
1;24.11.2017;58,4622;ДолларСША
1;23.11.2017;59,0061;ДолларСША
1;22.11.2017;59,4604;ДолларСША
1;21.11.2017;59,2746;ДолларСША
1;18.11.2017;59,6325;ДолларСША
1;17.11.2017;59,9898;ДолларСША
1;16.11.2017;60,249;ДолларСША
1;15.11.2017;59,6207;ДолларСША
1;14.11.2017;59,1823;ДолларСША
1;11.11.2017;59,2808;ДолларСША
1;10.11.2017;59,2527;ДолларСША
1;09.11.2017;59,248;ДолларСША
1;08.11.2017;58,4557;ДолларСША
1;04.11.2017;58,4296;ДолларСША
1;03.11.2017;58,0869;ДолларСША
1;02.11.2017;58,1557;ДолларСША
1;01.11.2017;58,1179;ДолларСША
1;31.10.2017;57,8716;ДолларСША
1;28.10.2017;58,0833;ДолларСША
1;27.10.2017;57,7643;ДолларСША
1;26.10.2017;57,614;ДолларСША
1;25.10.2017;57,5852;ДолларСША
1;24.10.2017;57,4706;ДолларСША
1;21.10.2017;57,5118;ДолларСША
